"","Airline","FareVar","FareSD","CorFareDifnDays"
"403","9W",223712.33584992,472.982384291339,-0.275532593490416
"404","9W",315428.719115232,561.630411494278,-0.154521891595535
"405","9W",164999.613793103,406.201444843693,-0.366761837618732
"406","AI",200834.663354037,448.145805909234,-0.349157887877738
"407","AI",1586918.71538462,1259.72961995208,-0.415188805086093
"408","AI",142016.134328358,376.850281051186,0.334130221719549
"409","AI",265476.151282051,515.243778499121,-0.244936829911768
"410","AI",101651.787241689,318.828774174617,-0.0588193213616543
"411","AI",426565.117443235,653.119527684814,-0.0556974265477833
"412","AI",53662.8021778584,231.652330395916,-0.598980324301864
"413","UK",483372.771573604,695.250150358563,-0.441362306314883
"414","UK",882073.733530847,939.187805250285,0.0155430747571052
"415","UK",1060003.43507538,1029.56468231742,-0.217945907647441
"416","UK",782624.019358742,884.66039775653,-0.399599005576966
"417","UK",968660.05733397,984.205292270861,-0.342552558847402
"418","9W",5725846.11141989,2392.87402748659,-0.223074160889231
"419","9W",59050927.3297683,7684.46011960296,-0.760672100482547
"420","9W",107927.758995816,328.523604929411,-0.203978735304818
"421","9W",78761.4625521268,280.644726571027,0.296410610195085
"422","AI",11326856.3057225,3365.53952669144,-0.456963843854651
"423","AI",187797.442150712,433.356022400418,-0.00151326623831466
"424","AI",1389776.19407008,1178.88769357818,-0.252529625611129
"425","9W",1401713.31325301,1183.93974223903,-0.593696607942697
"426","9W",2152111.1518137,1467.00755001933,-0.398873043826575
"427","9W",436817.828771029,660.921953615576,0.429736824492072
"428","9W",1728341.98642534,1314.6642105212,-0.163191797918948
"429","9W",719147.244040404,848.025497282012,0.325304788303687
"430","AI",15585559.6923077,3947.85507488658,-0.723765429606215
"431","AI",2076591.69861407,1441.03840983302,0.00751460544962491
"432","AI",3071700.07878838,1752.62662275465,-0.199099363532285
"433","9W",0.744489795918367,0.8628382211738,-0.187905040617975
"434","9W",1991850.86693878,1411.32946789145,-0.910381805290405
"435","9W",23021917.8068833,4798.1160685089,-0.347440772869638
"436","AI",28794160.1095702,5366.01901874846,-0.268581627612863
"437","9W",907454.411764706,952.604016244266,-0.448060722412882
"438","9W",1185999.4302893,1089.03600963848,-0.469548314321644
"439","9W",1597857.57115068,1264.06391102297,-0.157905275478815
"440","AI",4061847.38383954,2015.40253642778,-0.325937990695232
"441","9W",115331.098645202,339.60432659965,0.0268868554761039
"442","9W",338735.400452375,582.009794120662,-0.466684667316448
"443","AI",63585.809039548,252.16226727952,-0.560861347413875
"444","AI",49512.8037643778,222.514727073014,-0.283188473515984
"445","AI",100377.822913361,316.824593289979,0.119745189276254
"446","AI",17832.9618591934,133.540113296318,-0.278327992157433
"447","AI",7758.38047276465,88.0816693345707,-0.203797796939817
"448","AI",3644651.79585755,1909.0971153552,-0.173338187149375
"449","9W",141615.18543178,376.317931318426,-0.561169098189789
"450","AI",1212882.02125256,1101.3092305309,0.0567644325037402
"451","AI",1198379.7089193,1094.70530688368,-0.464607183011703
"452","9W",1171972.01932367,1082.57656510922,0.0248427499604068
"453","9W",1510727.85432357,1229.11669678821,0.423149969161006
"454","9W",2491392.83116883,1578.41465755005,-0.340738231337349
"455","9W",463716.140350877,680.967062603528,-0.0254639480409973
"456","9W",1156433.53816425,1075.37599850669,0.325252476877774
"457","9W",1640484.7201426,1280.81408492513,0.492086446147003
"458","9W",1109910.26212833,1053.52278671528,0.568940653350949
"459","9W",1325381.04725966,1151.25194777671,0.222564615385681
"460","AI",778343.970925079,882.238046632018,0.0470941485342261
"461","AI",1727074.30501931,1314.18199082901,0.282133593813542
"462","AI",2097037.65080946,1448.11520633183,0.212645093876388
"463","AI",23389175.6936709,4836.2356945946,-0.246168611124727
